Name,Price,Units,Sales,Year,Category,Category_2
666,5.89,14,82.46,2021,LV,Spirits
666,5.89,2,11.78,2022,LV,Spirits
666,5.89,126,724.47,2019,LV,Spirits
666,5.89,16,94.24,2020,LV,Spirits
$5 Old Fasioned Mondays,5,49,245,2021,LV,Spirits
$5 vELO carbombs,4.43,69,305.67,2022,LV,Spirits
$7 Irish  Goodbye,7,6,42,2022,LV,Spirits
10.30 drag shot,4,14,56,2021,LV,Spirits
11.4 Cocktail,5,19,95,2021,WI,Wine
5$ cocktail,5,15,75,2019,WI,Wine
57 Chevy,7,8,56,2019,WI,Wine
6-pack TOGO,20,1,20,2022,WI,Wine
Aberlour 12yr,9.5,25,237.5,2021,LV,Spirits
Aberlour 12yr,9.5,3,28.5,2022,LV,Spirits
Aberlour 12yr,9.5,18,171,2020,LV,Spirits
Aberlour 12yr,9.5,27,228,2019,LV,Spirits
Absolut Pear,4,16,60,2021,LV,Spirits
Ace Cider Perry Can,5.25,44,220.5,2021,BI,Beer
Albarino,40,6,120.02,2021,WI,Wine
Albarino,10,16,90,2021,WI,Wine
Allagash Curieux,9,21,189,2021,BD,Beer
Allagash Curieux,9,20,180,2022,BD,Beer
Allagash Grove Peach Kombucha Session ,5.25,5,21,2021,BI,Beer
Allagash Grove Peach Kombucha Session ,5.25,4,21,2022,BI,Beer
Allagash White,5.5,280,1540,2021,BD,Beer
Allagash White,5.5,101,533.5,2022,BD,Beer
Aloha,5,27,135,2019,BD,Beer
Amaretto,6,66,396,2020,BD,Beer
Amaretto,6,121,714,2019,BD,Beer
Amaretto By Morning,7.5,243,1822.5,2021,CH,Spirits
Amaretto By Morning,7.5,67,502.5,2020,CH,Spirits
Anderson Valley Blood Orange Gose,6,32,186,2021,BD,Beer
Anderson Valley Blood Orange Gose,6,796,4752,2019,BD,Beer
Anderson Valley Blood Orange Gose,6,58,348,2022,BD,Beer
Anderson Valley Blood Orange Gose,6,117,654,2021,BI,Beer
Anderson Valley Blood Orange Gose,6,499,2898,2020,CH,Spirits
Aperol,7,6,42,2022,BD,Spirits
Aperol,7,5,35,2020,BD,Spirits
Aperol,7,30,210,2019,BD,Spirits
Aperol ,25,8,200,2021,CH,Spirits
Aperol ,25,2,50,2022,CH,Spirits
Aperol ,7.5,93,697.5,2021,CH,Spirits
Aperol ,7.5,33,247.5,2022,CH,Spirits
Aperol ,7.5,21,157.5,2020,CH,Spirits
Aperol ,7.5,50,345,2019,CH,Spirits
Aperol ,7,15,105,2021,LV,Spirits
Arcimboldo,7,22,154,2019,CH,Spirits
Arctic  Seltzer,5.25,44,220.5,2019,CH,Spirits
Arctic  Seltzer,4,36,144.75,2020,CH,Spirits
Ardbeg,12,18,192,2021,LS,Spirits
Ardbeg,12,1,12,2022,LS,Spirits
Ardbeg,12,13,156,2020,LS,Spirits
Ardbeg,12,27,324,2019,LS,Spirits
Austin  Cider,5.25,19,99.75,2019,LS,Spirits
Avery White Rascal,5.5,71,390.5,2021,BI,Beer
Baby Spice (drink),7,601,4193,2021,LV,Spirits
Baby Spice (drink),7,260,1820,2022,LV,Spirits
Baby Spice (drink),7,323,2088.5,2020,LV,Spirits
Baby Spice (drink),6,242,1438.8,2019,LV,Spirits
Baby Spice (shot),3,42,126,2021,LV,Spirits
Baby Spice (shot),3,24,72,2022,LV,Spirits
Baby Spice (shot),3,87,261,2020,LV,Spirits
Baby Spice (shot),3,173,513,2019,LV,Spirits
Bakers,8.5,16,136,2020,LV,Spirits
Bakers,8.5,23,195.5,2019,LV,Spirits
Balvenine 12,11,9,99,2019,LV,Spirits
BananaCreamShot,5.75,25,143.75,2022,LV,Spirits
Bar Spell It $$,3,248,402.75,2021,MD,Spirits
Bar Spell It $$,1,588,719.5,2020,MD,Spirits
Bar Spell It $$,1,615,698.25,2019,MD,Spirits
Basil Hayden,9,89,774,2020,MD,Spirits
Basil Hayden,9,156,1395,2019,MD,Spirits
Bday Shot,3,28,84,2021,LV,Spirits
Bday Shot,3,7,21,2022,LV,Spirits
Beck & Claw,9.5,109,1035.5,2021,CH,Spirits
Beck & Claw,9.5,112,1064,2020,CH,Spirits
Beck & Claw,9.5,113,1073.5,2019,CH,Spirits
Beefeater Gin,5.5,13,71.5,2022,CH,Spirits
Beefeater Gin,5.5,17,93.5,2020,CH,Spirits
Beefeater Gin,5.5,73,401.5,2019,CH,Spirits
Beefeater Gin,5.5,58,319,2021,LV,Spirits
BEER,12,14,168,2020,LV,Spirits
Beer shot special,18,17,306,2020,BD,Beer
Beer shot special,4.43,2999,13192.54,2021,BD,Beer
Beer shot special,4.43,671,2954.81,2022,BD,Beer
Beer shot special,4.43,2776,12167.01,2020,BD,Beer
Beer shot special,4.43,3554,15449.64,2019,BD,Beer
Bell's 2 Heart,6,286,1698,2021,BD,Beer
Bell's 2 Heart,6,113,678,2022,BD,Beer
Bell's 2 Heart,6,338,2016,2020,BD,Beer
Bell's 2 Heart,6,431,2538,2019,BD,Beer
Bell's Oberon,5.25,236,1212.75,2019,BD,Beer
Bell's Rind Over Matter,3,16,65.5,2022,BD,Beer
Bernheim,8,7,56,2021,LB,Spirits
Bernheim,8,7,56,2020,LB,Spirits
Bernheim,8,8,64,2019,LB,Spirits
BFS  Bluprint,7.5,245,1800,2022,LB,Spirits
BFS  Bluprint,7.5,132,988.5,2020,LB,Spirits
BFS Blu Print,7.5,468,3465,2019,LB,Spirits
BFS Bluprint,7.5,626,4665,2021,BI,Beer
BFS Flock,5,288,2093.5,2020,BI,Beer
BFS Pilsner,6,28,168,2022,BI,Beer
BFS Pilsner,5,10,50,2022,BI,Beer
BFS Radio,6.5,11,71.5,2020,BI,Beer
BFS Radio,6.5,170,1098.5,2019,BI,Beer
BFS Stout,7.25,2,14.5,2019,BI,Beer
Blackberry Classic Saison ,6.25,18,112.5,2021,BD,Beer
Blakes,5.5,13,71.5,2020,BI,Beer
Blakes,5.5,119,697.5,2019,BI,Beer
Blakes,5.25,424,2199.23,2021,BI,Beer
Blakes,5.25,46,231,2022,BI,Beer
Blakes,5.25,481,2514.23,2020,BI,Beer
Blakes,5.25,495,2580.38,2019,BI,Beer
Blakes,5,48,235,2021,BI,Beer
Blanton's,16.5,155,1934.55,2019,BI,Spirits
Blanton's,16,44,688,2022,BI,Spirits
Blanton's,16,86,1348.5,2020,BI,Spirits
Blanton's,16,82,1216,2021,LB,Spirits
Bloody Bucket,10,6,60,2021,LV,Spirits
Bloody Bucket,10,9,90,2022,LV,Spirits
Bloody Maria,9,33,297,2021,LV,Spirits
Bloody Maria,9,3,27,2020,LV,Spirits
Bloody Maria,9,10,90,2020,LV,Spirits
Bloody Mary Classic,5,105,525,2021,LV,Spirits
Bloody Mary Classic,5,463,2285,2021,LV,Spirits
Bloody Mary Classic,5,79,390,2022,LV,Spirits
Bloody Mary Classic,5,21,105,2022,LV,Spirits
Bloody Mary Classic,5,12,60,2020,LV,Spirits
Bloody Mary Classic,5,74,369.5,2020,LV,Spirits
Bloody Mary Pitcher,20,14,280,2021,LV,Spirits
Bloody Mary Pitcher,20,2,40,2022,LV,Spirits
Bloody Mary Southern Co,12,6,72,2021,LV,Spirits
Bloody Mary Southern Co,12,1,12,2020,LV,Spirits
Bloody Mary Southern Co,12,1,12,2020,LV,Spirits
Boddington's,6,170,1014,2021,BI,Beer
Boddington's,6,57,342,2022,LV,Spirits
Boddington's,6,213,1230,2020,LV,Spirits
Boddington's,6,284,1692,2019,LV,Spirits
Bombay,6.75,1,6.75,2021,LV,Spirits
Bombay,6.75,41,276.75,2020,LV,Spirits
Bombay,6.75,52,351,2019,LV,Spirits
Botanist,7.5,27,202.5,2019,LV,Spirits
Boulevard,10,16,160,2019,LV,Spirits
Brewery 85 southern Pale Ale,4.5,7,31.5,2021,BD,Beer
Brewery 85 southern Pale Ale,4.5,7,31.5,2022,BD,Beer
Brut,24,28,378,2019,BI,Wine
Brut,22,10,110,2022,BI,Wine
Brut,22,29,433,2020,BI,Wine
Brut,15,1,15,2021,BI,Wine
Brut,6,95,570,2019,BI,Beer
Brut,5.75,41,218.5,2022,BI,Beer
Brut,5.75,89,480,2020,BI,Beer
Brut,22,49,913,2021,WI,Wine
Brut,5.75,131,678.5,2021,WI,Wine
Bucket Saint Archer,14,15,188,2020,BI,Beer
Bud Light,3.54,38,129.21,2019,BI,Beer
Buffalo Trace,8,388,3064,2021,LB,Spirits
Buffalo Trace,8,100,760,2022,LB,Spirits
Buffalo Trace,8,196,1552,2020,LB,Spirits
Buffalo Trace,8,407,3144,2019,LB,Spirits
Bulleit,8,8,64,2021,LB,Spirits
Bulleit,8,31,248,2020,LB,Spirits
Bulleit Rye,7,215,1498,2019,LB,Spirits
Bulrush,7,98,672,2019,LB,Spirits
Bulrush,7,7,49,2021,LD,Spirits
Bulrush,7,26,174.3,2020,LD,Spirits
Bushmills Whiskey,6,30,180,2020,LD,Spirits
Bushmills Whiskey,6,77,438,2019,LD,Spirits
Bushmills Whiskey,6,18,108,2021,LV,Spirits
Butterscotch Schnapps,4,11,4,2021,LV,Spirits
Butterscotch Schnapps,4,3,12,2022,LV,Spirits
Butterscotch Schnapps,4,6,24,2020,LV,Spirits
Butterscotch Schnapps,4,12,44,2019,LV,Spirits
Buttery Nipple,4.5,32,144,2021,LV,Spirits
Buttery Nipple,4.5,13,58.5,2022,LV,Spirits
Cabernet,30,13,225,2022,LV,Wine
Cabernet,30,1,15,2020,LV,Wine
Cabernet,26,4,52,2022,LV,Wine
Cabernet,30,28,555,2021,WI,Wine
Cabernet,8,479,3776,2021,WI,Wine
Cabernet,6,324,2174,2020,WI,Wine
Cabernet,6,22,103,2020,WI,Wine
Cabernet,7,634,4371.5,2019,WI,Wine
Cabernet,7,35,245,2019,WI,Wine
Cabernet,9,160,1312,2022,WI,Wine
Cabernet,6.5,14,91,2019,WI,Wine
Cabernet,6.5,60,383.5,2022,WI,Wine
Cabernet,8,13,104,2020,WI,Wine
Campari,6,33,198,2021,LV,Spirits
Campari,6,14,84,2022,LV,Spirits
Campari,6,23,132,2020,LV,Spirits
Campari,6,36,210,2019,LV,Spirits
CAN BEER 10.22 event,3,38,114,2021,WI,Wine
Captain Morgan,4,12,48,2021,LC,Spirits
Captain Morgan,3.5,604,2075.5,2021,LC,Spirits
Captain Morgan,3.5,224,777,2022,LC,Spirits
Captain Morgan,3.5,416,1428,2020,LC,Spirits
Captain Morgan,3,13,39,2021,LC,Spirits
Captain Morgan,3,7,21,2022,LC,Spirits
Car Bomb,7.5,232,1740,2021,LV,Spirits
Car Bomb,7.5,52,390,2022,LV,Spirits
Car Bomb,7.5,88,635,2020,LV,Spirits
Car Bomb,7,180,1260,2019,LV,Spirits
Carpano Antica,6,9,54,2020,LV,Spirits
Carpano Antica,6,3,18,2019,LV,Spirits
Casa Noble,6,4,24,2020,LV,Spirits
Casamigos,20,6,120,2021,LV,Spirits
Casamigos,9,71,522,2021,LV,Spirits
Casamigos,9,21,189,2022,LV,Spirits
Casamigos,8.5,529,4428.5,2021,LV,Spirits
Casamigos,8.5,145,1164.5,2022,LV,Spirits
Casamigos,8.5,452,3765.5,2020,LV,Spirits
Casamigos,8.5,428,3621,2019,LV,Spirits
Cathead Honeysuckle,5.75,2,11.5,2021,LV,Spirits
Cathead Honeysuckle,5.75,9,46,2020,LV,Spirits
Cathead Honeysuckle,5.75,26,149.5,2019,LV,Spirits
Chai Old Fashioned,7,37,259,2021,LV,Spirits
Chai Old Fashioned,7,41,287,2022,LV,Spirits
Chambord,6.5,3,19.5,2021,LV,Spirits
Chambord,6.5,1,6.5,2022,LV,Spirits
Chambord,6.5,3,19.5,2020,LV,Spirits
Chambord,6.5,19,123.5,2019,LV,Spirits
Chardonnay,36,1,18,2020,LV,Wine
Chardonnay,32.5,2,48.75,2022,LV,Wine
Chardonnay,32.5,3,65.01,2021,WI,Wine
Chardonnay,36,16,306,2021,WI,Wine
Chardonnay,6.5,72,429,2021,WI,Wine
Chardonnay,9,125,1080,2021,WI,Wine
Chardonnay,9,96,720.5,2022,WI,Wine
Chardonnay,6,129,750,2020,WI,Wine
Chardonnay,6,16,96,2020,WI,Wine
Chardonnay,6,234,1368,2019,WI,Wine
Chardonnay,6,11,66,2019,WI,Wine
Chardonnay,6.5,2,13,2020,WI,Wine
Chardonnay,9,53,441,2020,WI,Wine
Chardonnay,9,35,288,2019,WI,Wine
Chardonnay,9,4,36,2019,WI,Wine
Chardonnay,6.5,91,560.5,2022,WI,Wine
Chartrues Greene,12,9,108,2021,LV,Spirits
Chartrues Greene,12,2,24,2022,WI,Spirits
Chartrues Greene,12,4,48,2020,WI,Spirits
Chartrues Greene,12,7,84,2019,WI,Spirits
Chartrues Greene,11,35,385,2021,LV,Spirits
Chartrues Greene,11,10,99,2022,WI,Spirits
Chartrues Greene,11,20,220,2020,WI,Spirits
Chartrues Greene,11,38,412.5,2019,WI,Spirits
Ciroc,7,2,14,2021,LV,Spirits
Ciroc,7,10,70,2020,LV,Spirits
Ciroc,7,17,119,2019,LV,Spirits
Coco Loco,7,142,994,2020,LV,Spirits
Coco Loco,7,41,285.6,2019,LV,Spirits
Columbia Craft Alien Hat,5.25,127,640.5,2021,BI,Beer
Consider Me OldF,5.5,2,5.5,2022,BI,Beer
Consider me vodka,5.5,13,71.5,2022,BI,Beer
Coors Banquet 18pk,10,6,60,2022,BI,Beer
Coors Banquet 18pk,10,48,465,2020,BI,Beer
Coors Banquet 18pk,10,72,720,2021,BI,Beer
Coors Banquet 18pk,2.78,1861,5054.04,2022,BI,Beer
Coors Banquet 18pk,2.78,6144,16707.83,2020,BI,Beer
Coors Banquet 18pk,2.78,12964,34986.61,2019,BI,Beer
Coors Banquet 18pk,2.78,6720,18150.62,2021,SI,Beer
Coors Banquet 18pk,1.78,63,112.14,2022,BI,Beer
Coors Banquet 18pk,1.78,147,261.66,2021,SI,Beer
Corona,4.5,213,900,2021,BI,Beer
Corona,2.78,3,8.34,2021,BI,Beer
Crabbie's Ginger Beer,6.25,4,25,2022,BI,Beer
Crabbie's Ginger Beer,6.25,45,268.75,2020,BI,Beer
Crabbie's Ginger Beer,6.25,145,887.5,2019,BI,Beer
Crabbie's Ginger Beer,6.25,36,218.75,2021,BI,Beer
Creme de Violette,5,1,5,2021,LV,Spirits
Crown Royal,7,362,2499,2021,LV,Spirits
Crown Royal,7,76,532,2022,LV,Spirits
Crown Royal,7,230,1603,2020,LV,Spirits
Crown Royal,7,355,2457,2019,LV,Spirits
Cucumber Collins,8.5,4,34,2021,CH,Spirits
Cutty Pro,7,2,14,2022,CH,Spirits
Cutty Sark Prohibition,7,4,28,2021,LC,Spirits
Cutty Sark Scotch,4,30,120,2022,LC,Spirits
Cutty Sark Scotch,4,108,424,2020,LC,Spirits
Cutty Sark Scotch,4,111,440,2019,LC,Spirits
Cutty Sark Scotch,4,106,424,2021,LV,Spirits
Dales Pale Ale,5,164,797.5,2021,BI,Beer
Dales Pale Ale,5,270,1173,2020,BI,Beer
Dales Pale Ale,4.5,394,1746,2019,BI,Beer
Dalwhinnie,9,7,63,2021,LS,Spirits
Dalwhinnie,9,1,9,2022,LS,Spirits
Dalwhinnie,9,10,90,2020,LS,Spirits
Dalwhinnie,9,7,63,2019,LS,Spirits
Dark & Fernley,8.5,2,17,2021,CH,Spirits
Dark & Fernley,8.5,31,255,2020,CH,Spirits
Dark & Fernley,8.5,29,246.5,2019,CH,Spirits
Deep Eddy Vodka,4.5,313,1408.5,2021,LD,Spirits
Deep Eddy Vodka,4.43,57,252.51,2022,LD,Spirits
Deep Eddy Vodka,4.43,198,868.28,2020,LD,Spirits
Deep Eddy Vodka,4.43,383,1687.83,2019,LD,Spirits
Deep Eddy Vodka,4.43,280,1231.54,2021,LV,Spirits
Deep Eddy Vodka,4,84,336,2021,LD,Spirits
Deep Eddy Vodka,3.5,1049,3661,2022,CH,Spirits
Deep Eddy Vodka,3.5,2278,7927.5,2020,CH,Spirits
Deep Eddy Vodka,3.5,4235,14614.25,2019,CH,Spirits
Deep Eddy Vodka,3.5,3531,12267.5,2021,LV,Spirits
Deep Eddy Vodka,3,39,117,2022,CH,Spirits
Deep Eddy Vodka,3,98,294,2021,LV,Spirits
Dewars,5.5,23,126.5,2021,LV,Spirits
Dewars,5.5,18,99,2022,LV,Spirits
Dewars,5.5,32,176,2020,LV,Spirits
Dewars,5.5,66,354.75,2019,LV,Spirits
Dick Pick,4,313,1244,2022,LV,Spirits
Dick Pick,4,63,252,2020,LV,Spirits
Diplomatico,8,13,104,2020,LV,Spirits
Diplomatico,8,52,408,2019,LV,Spirits
Dirty Horchata,7.25,40,290,2021,LV,Spirits
Dirty Horchata,7.25,73,529.25,2022,LV,Spirits
Dirty Martini,2.5,208,515,2021,BV,Spirits
Dirty Martini,2.5,50,125,2022,BV,Spirits
Dirty Martini,2.5,45,112.5,2020,BV,Spirits
Dirty Martini,2.5,54,135,2019,BV,Spirits
Disaronno,6.5,124,806,2021,LV,Spirits
Disaronno,6.5,51,331.5,2022,LV,Spirits
Disaronno,6.5,1,6.5,2020,LV,Spirits
DOGFATHER,8.5,36,306,2022,LV,Spirits
Dogfish Head 60 Min,4.5,325,1449,2021,BI,Beer
Dogfish Head 60 Min,4.5,302,1354.5,2020,LV,Beer
Dogfish Head 60 Min,4.5,240,1080,2019,LV,Beer
Don julio,12,46,552,2022,BI,Wine
Don Q,3.5,214,742,2021,LC,Spirits
Don Q,3.5,47,164.5,2022,LC,Spirits
Don Q,3.5,15,52.5,2020,LC,Spirits
Don Q,3,4,12,2021,LC,Spirits
DONATION HHD,8,21,168,2022,LC,Spirits
Draft  French Broad,6,39,228,2020,LC,Beer
Draft  Revelry,7,29,203,2020,LC,Beer
Draft  Revelry,6.5,8,52,2020,LC,Beer
Draft  Saint Archer,4.5,22,99,2020,LC,Beer
Draft  Saint Archer,3.5,10,35,2020,LC,Beer
Draft  TC Red,5,27,135,2020,LC,Beer
Draft  TC Red,4,4,16,2020,LC,Beer
Draft $3 Mystery,3,14,42,2019,LC,Beer
Draft $3 Mystery,3,16,48,2019,LC,Beer
Draft 1/2 Lazy Magnolia,4.75,10,42.75,2021,BI,Beer
Draft 1/2 PINT,4,164,652,2021,BI,Beer
Draft 1/2 PINT,4,37,148,2021,BI,Beer
Draft 1/2 PINT,4,43,172,2022,BI,Beer
Draft 1/2 PINT,4,15,60,2022,BI,Beer
Draft 1/2 PINT,4,101,396,2020,BI,Beer
Draft 1/2 PINT,4,17,64,2020,BI,Beer
Draft 1/2 PINT,4,91,362,2019,BI,Beer
Draft 1/2 PINT,4,18,72,2019,BI,Beer
Draft 1/2 Service Rally,5,223,1080,2021,BI,Beer
Draft 1/2 Service Rally,4,48,190,2021,BI,Beer
Draft 2 Blokes English Pub Ale,6.75,8,54,2021,BI,Beer
Draft 2 Blokes English Pub Ale,5.75,8,46,2021,BI,Beer
Draft 21st Amendment Blood Orange IPA,7,35,245,2021,BI,Beer
Draft 21ST Amendment El Sully Mexican Lager,6.5,5,32.5,2021,BI,Beer
Draft 8th State,6.75,35,236.25,2019,BI,Beer
Draft 8th State,6.25,3,18.75,2019,BI,Beer
Draft Ace Cider Bloody,7.25,25,181.25,2021,BI,Beer
Draft Ace Cider Bloody,6.5,31,188.5,2022,BI,Beer
Draft Ace Cider Bloody,6.25,80,508.5,2021,BI,Beer
Draft Ace Cider Bloody,6.25,6,37.5,2021,BI,Beer
Draft Ace Cider Bloody,5.5,4,22,2022,BI,Beer
Draft Ace Cider Bloody,5.25,15,75.5,2021,BI,Beer
Draft Ace Pink Guava,7.25,20,145,2021,BI,Beer
Draft Allagash Tripel,7.5,30,225,2021,BI,Beer
Draft Allagash Tripel,7.5,28,210,2020,BI,Beer
Draft Allagash Tripel,6.5,5,32.5,2021,BI,Beer
Draft Allagash Tripel,6.5,3,19.5,2020,BI,Beer
Draft Allagash White,7.5,64,465,2020,BI,Beer
Draft Allagash White,6.5,9,57.85,2020,BI,Beer
Draft Allagash White,6.25,81,533.75,2021,BI,Beer
Draft Allagash White,5.25,22,128,2021,BI,Beer
Draft Anchor Lager,6.5,5,32.5,2020,BI,Beer
Draft Anchor Lager,5.5,21,126.75,2020,BI,Beer
Draft Anderson Valley,8,52,416,2022,BI,Beer
Draft Anderson Valley,7,11,77,2022,BI,Beer
Draft Anderson Valley,6.5,100,611,2022,BI,Beer
Draft Anderson Valley,6.5,4,26,2020,BI,Beer
Draft Anderson Valley,6.5,127,902.5,2019,BI,Beer
Draft Anderson Valley,5.5,14,77,2022,BI,Beer
Draft Anderson Valley,5.5,8,44,2020,BI,Beer
Draft Anderson Valley,5.5,37,257.5,2019,BI,Beer
Draft Anderson Valley Boont,8,27,216,2021,BI,Beer
Draft Anderson Valley Boont,7,4,28,2021,BI,Beer
Draft Anderson Valley Briney Melon Gose,8,26,208,2021,BI,Beer
Draft Anderson Valley Briney Melon Gose,7,6,42,2021,BI,Beer
Draft Austin Blood Orange Keg,6,15,90,2020,BI,Beer
Draft Austin Blood Orange Keg,6,37,222,2021,BI,Beer
Draft Austin Blood Orange Keg,5,11,55,2020,BI,Beer
Draft Austin Blood Orange Keg,5,7,35,2021,BI,Beer
Draft Austin Cranbery C,7,17,119,2020,BI,Beer
Draft Austin Cranbery C,6,11,66,2020,BI,Beer
Draft Avery Brown,8,25,200,2021,BI,Beer
Draft Avery Brown,7,8,56,2021,BI,Beer
Draft Bauernhaus Whiske,9.5,25,228,2022,BI,Beer
Draft Bauernhaus Whiske,8.5,4,34,2022,BI,Beer
DRAFT BEER,4,34,136,2021,WI,Beer
Draft Bells Amber,6.5,40,253.5,2020,WI,Beer
Draft Bells Amber,5.5,6,33,2020,WI,Beer
Draft Bell's Amber,6,89,534,2021,BI,Beer
Draft Bell's Amber,5,22,110,2021,BI,Beer
Draft Bells Flamingo,5.5,58,313.5,2021,BI,Beer
Draft Bells Flamingo,4.5,3,13.5,2021,BI,Beer
Draft Bells Hazy Offici,5,166,848.5,2021,BI,Beer
Draft Bells Hazy Offici,4,46,188.25,2021,BI,Beer
Draft Bells Oberon Wheat,5.25,43,225.75,2021,BI,Beer
Draft Bells Oberon Wheat,4.25,12,51,2021,BI,Beer
Draft Bells Porter,6,7,42,2021,BI,Beer
Draft Bells Porter,6,30,180,2022,BI,Beer
Draft Bells Porter,5,7,35,2022,BI,Beer
Draft BFS,6.75,185,1204.91,2019,BI,Beer
Draft BFS,5.75,48,276,2019,BI,Beer
Draft BFS  Stout,6,148,888,2022,BI,Beer
Draft BFS Apricot Blonde,6.75,37,249.75,2021,BI,Beer
Draft BFS Apricot Blonde,5.75,3,17.25,2021,BI,Beer
Draft BFS Blueprint,7,42,294,2022,BI,Beer
Draft BFS Days Like This Kolsch,6,66,384,2022,BI,Beer
Draft BFS Days Like This Kolsch,6,84,504,2021,BI,Beer
Draft BFS Days Like This Kolsch,5,12,60,2022,BI,Beer
Draft BFS Days Like This Kolsch,5,24,120,2021,BI,Beer
Draft BFS Flocktoberfest,6.75,41,276.75,2021,BI,Beer
Draft BFS Houdini,7,50,319,2022,BI,Beer
Draft BFS Houdini,5,9,45,2022,BI,Beer
Draft BFS Perch: Watermelon Mint,7.5,24,180,2021,BI,Beer
Draft BFS Perch: Watermelon Mint,6.5,6,39,2021,BI,Beer
Draft BFS Pils,6,570,3309,2021,BI,Beer
Draft BFS Pils,6,124,810.75,2020,BI,Beer
Draft BFS Pils,5,100,500,2021,BI,Beer
Draft BFS Pils,5,24,134.25,2020,BI,Beer
Draft BFS Pilsner,6,114,678,2022,BI,Beer
Draft BFS Pilsner,5,24,120,2022,BI,Beer
Draft BFS South Nights Like These,6,32,180,2021,BI,Beer
Draft BFS South Nights Like These,5,6,30,2021,BI,Beer
Draft Black is Beautifu,6.75,24,148.5,2020,BI,Beer
Draft Black is Beautifu,5.75,1,5.75,2020,BI,Beer
Draft Blakes,7.5,32,210,2021,BI,Beer
Draft Blakes,7.25,34,246.5,2021,BI,Beer
Draft Blakes,7.25,32,232,2021,BI,Beer
Draft Blakes,7,27,189,2020,BI,Beer
Draft Blakes,6.75,29,195.75,2021,BI,Beer
Draft Blakes,6.75,28,182.25,2020,BI,Beer
Draft Blakes,6.5,7,45.5,2021,BI,Beer
Draft Blakes,6.25,7,43.75,2021,BI,Beer
Draft Blakes,6.25,9,56.25,2021,BI,Beer
Draft Blakes,6,8,48,2020,BI,Beer
Draft Blakes,5.75,3,17.25,2021,BI,Beer
Draft Blakes,5.75,5,28.75,2020,BI,Beer
Draft Blue Ridge,6.25,102,542.25,2019,BI,Beer
Draft Blue Ridge,5.25,18,93,2019,BI,Beer
Draft Boldrock Honey Crisp,5.25,29,152.25,2021,BI,Beer
Draft Boldrock Honey Crisp,4.25,8,34,2021,BI,Beer
Draft Boldrock Pear,6,25,150,2020,BI,Beer
Draft Boldrock Pear,5,12,60,2020,BI,Beer
Draft Boldrock Watermelon,5.25,29,152.25,2021,BI,Beer
Draft Boldrock Watermelon,4.25,2,8.5,2021,BI,Beer
Draft Brewdog Hazy Jane,8,67,536,2021,BI,Beer
Draft Brewdog Hazy Jane,7,7,49,2021,BI,Beer
Draft Brooklyn Lager,7.25,26,188.5,2021,BI,Beer
Draft Brooklyn Lager,6.25,8,50,2021,BI,Beer
Draft Brooklyn Sour,6.5,79,500.5,2020,BI,Beer
Draft Brooklyn Sour,6,18,102,2020,BI,Beer
Draft Bull City Rico Guave,8.75,31,271.25,2021,BI,Beer
Draft Bull City Rico Guave,7.75,9,69.75,2021,BI,Beer
Draft Bullcity Beetnik,6,61,360,2021,BI,Beer
Draft Bullcity Beetnik,5,8,40,2021,BI,Beer
Draft Bullcity Beets,6.25,83,518.75,2022,BI,Beer
Draft Bullcity Beets,5.25,15,78.75,2022,BI,Beer
Draft Bullcity Berry Bl,6,59,354,2021,BI,Beer
Draft Bullcity Berry Bl,5,18,90,2021,BI,Beer
Draft Bullcity Bludacri,6,28,168,2022,BI,Beer
Draft Bullcity Bludacri,5,6,30,2022,BI,Beer
Draft Bullcity Bludacris Cider,6,26,156,2021,BI,Beer
Draft Bullcity Bludacris Cider,5,9,45,2021,BI,Beer
Draft BullCity Cardinal,6.75,16,108,2020,BI,Beer
Draft BullCity Cardinal,6,34,204,2022,BI,Beer
Draft BullCity Cardinal,5.75,4,23,2020,BI,Beer
Draft BullCity Cardinal,5,9,45,2022,BI,Beer
Draft Bullcity Cherry Tart,6,54,324,2021,BI,Beer
Draft Bullcity Cherry Tart,5,10,45,2021,BI,Beer
Draft Bullcity Creme De Lorange,6,25,150,2021,BI,Beer
Draft Bullcity Creme De Lorange,5,4,20,2021,BI,Beer
Draft Bullcity El Matad,7,32,217,2022,BI,Beer
Draft Bullcity El Matad,6,4,24,2022,BI,Beer
Draft Bullcity El Matador,7,25,175,2021,BI,Beer
Draft Bullcity El Matador,6,7,42,2021,BI,Beer
Draft Bullcity Off Main,5.75,55,310.5,2021,BI,Beer
Draft Bullcity Off Main,4.75,18,85.5,2021,BI,Beer
Draft Bullcity Orange,6,32,186,2022,BI,Beer
Draft Bullcity Orange,5,9,45,2022,BI,Beer
Draft Bullcity OYAH,5.75,32,184,2021,BI,Beer
Draft Bullcity OYAH,4.75,9,42.75,2021,BI,Beer
Draft Bullcity Passion,6,40,240,2022,BI,Beer
Draft Bullcity Passion,5,9,45,2022,BI,Beer
Draft Bullcity Pomme Pom Cherie,6.5,30,195,2021,BI,Beer
Draft Bullcity Pomme Pom Cherie,5.5,5,27.5,2021,BI,Beer
Draft Bullcity Sasquatc,9.25,24,222,2022,BI,Beer
Draft Bullcity Sasquatc,8.25,11,90.75,2022,BI,Beer
Draft Bullcity Sasquatc,3.5,1,3.5,2022,BI,Beer
Draft Bullcity Sweet Ca,6,29,174,2021,BI,Beer
